Station,DD,MM,YYYY,Rad,Tmin,Tmax,Hum,Wind,Rain,ETref,Wet
'260',20,05,1993,12950.0,11.2,22.9,1.517503,3.6,4.700,2.2,0.121
'260',21,05,1993,9220.0,6.2,15.7,1.083591,4.1,0.000,1.4,0.000
'260',22,05,1993,24160.0,4.4,19.5,0.962273,2.6,0.000,3.8,0.000
'260',23,05,1993,25180.0,8.3,21.9,1.126669,3.6,0.000,4.2,0.000
'260',24,05,1993,26180.0,11.0,25.5,1.354421,3.6,0.000,4.7,0.000
'260',25,05,1993,22600.0,12.4,24.4,1.500236,4.1,0.000,4.0,0.000
'260',26,05,1993,21630.0,10.5,24.1,1.392264,5.1,0.300,3.8,0.037
'260',27,05,1993,4160.0,11.4,15.7,1.458858,5.1,7.000,0.7,0.196
'260',28,05,1993,7060.0,10.3,13.1,1.206859,3.1,14.800,1.1,0.408
'260',29,05,1993,25450.0,10.6,20.5,1.181727,4.1,0.000,4.3,0.000
'260',30,05,1993,20070.0,12.7,20.8,1.253142,5.1,0.000,3.4,0.000
'260',31,05,1993,14190.0,11.2,17.1,1.180535,7.2,0.000,2.3,0.000
'260',01,06,1993,15140.0,10.2,20.2,1.295748,3.1,0.000,2.5,0.000
'260',02,06,1993,12380.0,12.9,22.4,1.583816,2.6,11.300,2.1,0.337
'260',03,06,1993,10130.0,12.5,17.5,1.454736,3.1,6.300,1.6,0.246
'260',04,06,1993,18590.0,10.6,21.2,1.387840,2.6,0.000,3.2,0.000
'260',05,06,1993,21430.0,14.7,23.7,1.569063,3.1,0.000,3.8,0.000
'260',06,06,1993,25750.0,12.2,23.8,1.411596,3.1,0.000,4.5,0.000
'260',07,06,1993,23700.0,9.8,24.4,1.385161,2.1,0.000,4.1,0.000
'260',08,06,1993,27530.0,9.8,26.6,1.284893,2.6,0.000,5.0,0.000
'260',09,06,1993,27960.0,13.5,29.0,1.432857,3.6,0.000,5.3,0.000
'260',10,06,1993,19150.0,17.4,28.9,2.059060,2.6,8.300,3.7,0.104
'260',11,06,1993,16390.0,13.9,22.7,1.594200,5.1,0.000,2.9,0.000
'260',12,06,1993,7200.0,11.6,15.9,1.303669,4.6,0.000,1.1,0.000
'260',13,06,1993,10210.0,8.5,17.4,1.220705,2.6,0.000,1.6,0.000
'260',14,06,1993,5320.0,10.7,14.0,1.234866,2.6,5.500,0.8,0.367
'260',15,06,1993,26480.0,9.5,17.7,1.153131,3.1,0.100,4.2,0.037
'260',16,06,1993,2510.0,11.3,14.6,1.409117,4.1,20.500,0.4,0.562
'260',17,06,1993,22450.0,10.8,19.6,1.371127,3.6,0.000,3.7,0.000
'260',18,06,1993,5070.0,12.9,17.1,1.572769,5.1,8.500,0.8,0.200
'260',19,06,1993,15990.0,13.6,18.4,1.477226,3.6,3.000,2.7,0.062
'260',20,06,1993,25720.0,10.7,19.6,1.293469,3.1,0.000,4.3,0.000
'260',21,06,1993,16990.0,8.1,18.5,1.200280,2.1,0.000,2.8,0.000
'260',22,06,1993,14910.0,8.5,18.6,1.219304,2.6,0.000,2.4,0.000
'260',23,06,1993,13520.0,7.7,18.2,1.230898,3.1,0.000,2.1,0.000
'260',24,06,1993,23280.0,6.6,17.3,1.005932,3.6,0.000,3.6,0.000
'260',25,06,1993,9280.0,8.9,15.9,1.109360,2.1,0.000,1.5,0.000
'260',26,06,1993,9150.0,9.7,18.4,1.279019,2.6,1.000,1.5,0.088
'260',27,06,1993,20560.0,10.5,18.8,1.318448,4.1,0.000,3.4,0.000
'260',28,06,1993,12810.0,10.2,18.4,1.249116,3.1,0.000,2.1,0.000
'260',29,06,1993,28930.0,9.7,24.0,1.317887,4.1,0.000,5.1,0.000
'260',30,06,1993,28500.0,12.0,26.3,1.429046,3.6,0.000,5.1,0.000
'260',01,07,1993,28160.0,11.4,24.8,1.559391,4.1,0.000,5.0,0.000
'260',02,07,1993,26700.0,11.8,23.5,1.430447,3.6,0.000,4.6,0.000
'260',03,07,1993,19970.0,10.6,23.7,1.532943,3.6,0.000,3.6,0.000
'260',04,07,1993,22650.0,15.9,26.5,1.794460,2.6,0.000,4.2,0.000
'260',05,07,1993,6950.0,11.4,17.7,1.362642,3.6,16.400,1.2,0.275
'260',06,07,1993,19840.0,11.0,18.2,1.174479,3.6,0.000,3.3,0.000
'260',07,07,1993,15540.0,11.2,17.5,1.271873,3.6,0.000,2.6,0.000
'260',08,07,1993,18470.0,8.6,23.1,1.335982,3.6,0.000,3.2,0.000
'260',09,07,1993,12900.0,12.3,23.1,1.520129,4.6,0.000,2.2,0.000
'260',10,07,1993,19890.0,10.4,17.8,1.162022,4.1,1.500,3.2,0.075
'260',11,07,1993,14880.0,7.3,17.1,1.091242,2.1,1.600,2.3,0.029
'260',12,07,1993,14100.0,5.3,17.3,1.047711,2.6,4.800,2.1,0.163
'260',13,07,1993,17000.0,7.0,19.0,1.050278,2.6,0.300,2.8,0.075
'260',14,07,1993,4170.0,11.9,17.9,1.629898,3.6,29.300,0.7,0.604
'260',15,07,1993,7870.0,12.3,18.1,1.514922,1.5,5.700,1.3,0.346
'260',16,07,1993,13020.0,16.6,22.6,1.904339,4.1,2.800,2.3,0.200
'260',17,07,1993,12100.0,14.9,20.2,1.570875,4.6,0.000,2.1,0.000
'260',18,07,1993,19630.0,12.4,21.1,1.383110,2.6,0.000,3.3,0.000
'260',19,07,1993,9800.0,13.1,18.1,1.459979,3.1,6.300,1.6,0.363
'260',20,07,1993,11770.0,12.9,19.5,1.484980,3.1,5.800,1.9,0.046
'260',21,07,1993,14720.0,10.4,17.9,1.290152,3.1,11.800,2.4,0.033
'260',22,07,1993,17310.0,9.2,19.7,1.166789,2.1,0.500,2.9,0.058
'260',23,07,1993,12690.0,13.5,21.9,1.673339,4.6,1.000,2.2,0.062
'260',24,07,1993,11210.0,15.5,24.0,1.823869,4.1,17.600,2.0,0.196
'260',25,07,1993,17730.0,11.7,18.8,1.300215,4.6,15.000,2.9,0.263
'260',26,07,1993,19610.0,10.7,18.3,1.212990,5.7,6.500,3.2,0.125
'260',27,07,1993,3230.0,12.9,17.5,1.594235,5.1,23.400,0.5,0.596
'260',28,07,1993,10870.0,15.0,20.8,1.599913,4.1,0.000,1.9,0.000
'260',29,07,1993,8720.0,16.0,22.7,1.815493,3.6,0.600,1.5,0.104
'260',30,07,1993,3230.0,15.4,18.6,1.804304,2.1,19.600,0.6,0.696
'260',31,07,1993,14320.0,13.2,19.0,1.406182,3.6,0.500,2.4,0.050
'260',01,08,1993,10620.0,12.7,19.5,1.475682,2.1,5.500,1.8,0.125
'260',02,08,1993,18930.0,14.3,24.3,1.393723,2.1,0.000,3.4,0.000
'260',03,08,1993,12440.0,12.5,20.9,1.401045,3.6,0.000,2.1,0.000
'260',04,08,1993,14610.0,13.9,21.5,1.440696,2.6,0.000,2.5,0.000
'260',05,08,1993,10470.0,13.4,21.0,1.470495,4.6,1.400,1.8,0.079
'260',06,08,1993,13940.0,10.0,18.6,1.198657,5.1,0.200,2.3,0.025
'260',07,08,1993,14620.0,9.9,22.3,1.360258,2.6,0.000,2.5,0.000
'260',08,08,1993,12100.0,10.4,21.5,1.451667,2.1,4.500,2.0,0.058
'260',09,08,1993,5080.0,11.2,18.6,1.442211,4.1,1.500,0.9,0.125
'260',10,08,1993,12870.0,9.8,17.2,1.144614,4.1,0.000,2.1,0.000
'260',11,08,1993,6820.0,7.6,18.3,1.210874,5.1,0.200,1.1,0.058
'260',12,08,1993,7640.0,12.6,19.2,1.423810,5.7,6.200,1.3,0.229
'260',13,08,1993,20810.0,10.1,19.7,1.101852,3.1,0.000,3.4,0.000
'260',14,08,1993,15170.0,10.5,22.4,1.387901,2.6,0.200,2.6,0.042
'260',15,08,1993,10690.0,12.7,23.1,1.680630,2.6,3.900,1.9,0.146
'260',16,08,1993,12340.0,12.6,20.9,1.510954,3.1,0.000,2.1,0.000
'260',17,08,1993,23820.0,11.7,19.8,1.267370,3.1,0.000,4.0,0.000
'260',18,08,1993,20360.0,9.3,21.7,1.059365,2.6,0.000,3.4,0.000
'260',19,08,1993,19680.0,8.6,22.0,0.978189,1.5,0.000,3.3,0.000
'260',20,08,1993,6280.0,12.8,20.9,1.594448,2.6,0.000,1.1,0.000
'260',21,08,1993,12060.0,12.0,21.5,1.437951,2.6,0.000,2.1,0.000
'260',22,08,1993,3410.0,7.8,14.7,1.199049,3.6,7.600,0.5,0.254
'260',23,08,1993,14010.0,8.5,16.7,1.099131,2.6,1.600,2.2,0.042
'260',24,08,1993,14080.0,7.5,18.0,1.111715,2.6,0.300,2.2,0.042
'260',25,08,1993,10440.0,8.4,17.7,1.162505,2.6,2.900,1.6,0.179
'260',26,08,1993,14770.0,9.2,18.4,1.131061,2.1,0.100,2.4,0.012
'260',27,08,1993,8610.0,8.1,15.7,1.112480,3.1,0.200,1.4,0.025
'260',28,08,1993,17050.0,6.4,18.2,0.998377,2.6,0.000,2.7,0.000
'260',29,08,1993,13150.0,4.4,19.1,1.055270,2.1,0.000,2.0,0.000
'260',30,08,1993,6710.0,10.7,17.4,1.276419,3.6,1.700,1.1,0.138
'260',31,08,1993,11050.0,11.4,18.0,1.290050,3.1,0.000,1.8,0.000
'260',01,09,1993,8960.0,10.5,18.2,1.322341,1.5,0.000,1.5,0.000
'260',02,09,1993,4070.0,10.7,16.7,1.375053,2.1,0.300,0.7,0.017
'260',03,09,1993,8750.0,11.6,16.3,1.227802,4.1,8.500,1.4,0.267
'260',04,09,1993,8740.0,9.8,16.5,1.162896,3.1,0.500,1.4,0.025
'260',05,09,1993,14860.0,7.4,17.9,1.037831,2.6,0.000,2.3,0.000
'260',06,09,1993,16260.0,3.8,19.1,0.956764,1.5,0.000,2.5,0.000
'260',07,09,1993,17890.0,7.9,20.5,1.001895,4.1,0.000,2.9,0.000
'260',08,09,1993,5150.0,12.2,20.8,1.673842,2.1,19.500,0.9,0.196
'260',09,09,1993,10010.0,12.6,21.0,1.637271,3.1,0.000,1.7,0.000
'260',10,09,1993,7010.0,11.3,18.9,1.457451,3.6,2.300,1.1,0.075
'260',11,09,1993,11460.0,10.0,18.8,1.323983,2.1,0.000,1.8,0.000
'260',12,09,1993,16180.0,7.9,19.5,1.162141,3.6,1.500,2.6,0.117
'260',13,09,1993,1430.0,9.3,13.8,1.303747,5.1,14.800,0.2,0.500
'260',14,09,1993,3510.0,10.6,14.4,1.360962,3.6,7.700,0.5,0.296
'260',15,09,1993,9740.0,12.1,17.5,1.378856,3.6,4.700,1.6,0.175
'260',16,09,1993,2570.0,10.1,14.5,1.346719,2.6,7.900,0.4,0.271
'260',17,09,1993,4040.0,4.7,12.0,0.988131,2.1,1.400,0.6,0.112
'260',18,09,1993,15180.0,2.5,15.5,0.858733,2.6,0.000,2.2,0.000
'260',19,09,1993,15520.0,6.0,18.9,1.085240,3.1,0.000,2.4,0.000
'260',20,09,1993,12130.0,9.9,23.2,1.558408,3.1,0.000,2.1,0.000
'260',21,09,1993,8920.0,9.7,19.2,1.352216,4.1,0.100,1.5,0.021
'260',22,09,1993,3890.0,9.9,16.7,1.474923,2.1,1.900,0.6,0.200
'260',23,09,1993,6770.0,11.3,17.6,1.404177,2.1,0.000,1.1,0.000
'260',24,09,1993,8730.0,10.1,15.7,1.271909,3.6,0.000,1.4,0.000
'260',25,09,1993,1380.0,11.0,13.0,1.273219,5.1,12.900,0.2,0.700
'260',26,09,1993,5340.0,10.3,12.4,1.224029,5.1,10.800,0.8,0.633
'260',27,09,1993,2420.0,10.4,14.1,1.362733,4.1,13.200,0.4,0.446
'260',28,09,1993,3560.0,7.7,13.9,1.155572,4.1,0.500,0.5,0.042
'260',29,09,1993,11670.0,7.2,16.2,1.119723,3.1,0.000,1.8,0.000
'260',30,09,1993,5370.0,9.1,14.7,1.164723,3.6,0.000,0.8,0.000
'260',01,10,1993,3740.0,10.9,15.1,1.245542,6.2,7.900,0.6,0.263
'260',02,10,1993,8090.0,9.1,16.3,1.168724,3.6,0.000,1.2,0.000
'260',03,10,1993,1640.0,8.6,12.9,1.205982,3.6,14.700,0.2,0.583
'260',04,10,1993,5420.0,9.9,17.1,1.221695,4.1,1.200,0.8,0.104
'260',05,10,1993,6310.0,9.3,18.1,1.357456,3.6,2.000,1.0,0.100
'260',06,10,1993,8900.0,11.4,17.1,1.340039,4.1,0.000,1.4,0.000
'260',07,10,1993,6650.0,9.3,16.4,1.163771,4.1,0.000,1.0,0.000
'260',08,10,1993,6980.0,10.2,16.4,1.318615,2.1,0.000,1.1,0.000
'260',09,10,1993,6150.0,8.9,14.4,1.141165,4.1,0.000,0.9,0.000
'260',10,10,1993,6840.0,7.8,15.5,1.156021,3.1,0.000,1.0,0.000
'260',11,10,1993,5940.0,11.0,17.7,1.392619,3.6,0.800,1.0,0.104
'260',12,10,1993,3190.0,11.9,17.5,1.456666,6.2,8.600,0.5,0.217
'260',13,10,1993,4940.0,11.5,16.4,1.360154,4.1,0.400,0.8,0.054
'260',14,10,1993,1530.0,4.3,11.7,1.040949,3.6,18.200,0.2,0.575
'260',15,10,1993,6280.0,0.7,11.3,0.763224,2.1,0.800,0.8,0.046
'260',16,10,1993,5100.0,0.1,8.8,0.721044,2.1,0.700,0.6,0.067
'260',17,10,1993,9700.0,-0.6,11.4,0.676507,3.1,0.000,1.2,0.000
'260',18,10,1993,10430.0,-0.6,9.2,0.554087,4.1,0.000,1.3,0.000
'260',19,10,1993,9100.0,-1.7,9.6,0.613598,2.1,0.000,1.1,0.000
'260',20,10,1993,4500.0,-1.4,9.6,0.670142,2.6,4.900,0.6,0.154
'260',21,10,1993,6470.0,4.5,10.4,0.919366,2.6,5.700,0.9,0.229
'260',22,10,1993,5690.0,4.3,9.4,0.807341,5.7,0.000,0.8,0.000
'260',23,10,1993,3580.0,4.3,8.7,0.775823,6.7,0.000,0.5,0.000
'260',24,10,1993,8420.0,5.5,8.9,0.773277,5.1,0.000,1.1,0.000
'260',25,10,1993,2370.0,6.6,10.8,0.958477,3.1,0.000,0.3,0.000
'260',26,10,1993,3040.0,7.8,12.3,1.110357,3.1,0.200,0.4,0.037
'260',27,10,1993,3320.0,8.1,10.6,1.103454,2.6,0.600,0.5,0.100
'260',28,10,1993,5030.0,3.5,10.6,0.864021,3.1,0.000,0.7,0.000
'260',29,10,1993,6900.0,1.4,10.5,0.807750,3.1,0.000,0.9,0.000
'260',30,10,1993,5150.0,1.1,8.0,0.754475,3.6,0.000,0.6,0.000
'260',31,10,1993,1260.0,1.7,3.9,0.745057,2.6,0.000,0.1,0.000
'260',01,11,1993,680.0,1.8,3.1,0.698857,2.1,0.000,0.1,0.000
'260',02,11,1993,2360.0,1.6,5.0,0.695504,3.1,0.000,0.3,0.000
'260',03,11,1993,3750.0,4.1,11.4,0.925592,3.1,0.000,0.5,0.000
'260',04,11,1993,5450.0,3.3,17.3,1.058484,1.5,0.000,0.8,0.000
'260',05,11,1993,6160.0,3.0,10.0,0.827090,3.6,0.000,0.8,0.000
'260',06,11,1993,1210.0,5.2,6.7,0.850534,5.1,0.000,0.2,0.000
'260',07,11,1993,890.0,4.8,6.2,0.847723,3.1,1.300,0.1,0.325
'260',08,11,1993,1210.0,3.7,7.3,0.858332,2.1,0.200,0.2,0.050
'260',09,11,1993,2530.0,3.9,10.8,0.930839,2.6,0.000,0.3,0.000
'260',10,11,1993,650.0,6.9,8.9,0.989294,6.2,14.000,0.1,0.792
'260',11,11,1993,3640.0,6.0,10.3,0.917089,4.6,3.100,0.5,0.233
